id,hour,click,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C1,C14,C15,C16,C17,C18,C19,C20,C21,character_id,conversation_turn,session_msg_count
1018196476889250531,14102101,1,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75383a8d,e9b8d8d7,1,0,1005,15707,320,50,1722,0,35,100084,79,7ef4d3550e,7,22
13318378345415048571,14102101,0,1,85f751fd,c4e18dd6,50e219e0,615ee83a,7801e8d9,0f2161f8,070404c0,c431adcb,f07e20f8,4,0,1010,21665,320,50,2493,3,35,-1,117,eb786d87d8,4,10
1344495344949700017,14102101,0,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,26308e33,d056b4bf,1,0,1005,20508,320,50,2351,3,163,100020,61,8cc6d7d094,11,11
14049856097321928173,14102101,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1ab05f5f,1f0bc64f,1,0,1005,6616,320,50,576,2,35,100130,32,83bdb4dbef,2,4
17409716868597250072,14102101,0,1,85f751fd,c4e18dd6,50e219e0,f7dd00ec,7801e8d9,0f2161f8,1838d406,adcb08ec,f07e20f8,4,0,1010,21665,320,50,2493,3,35,-1,117,551a71008c,2,2
17561742199489854931,14102101,1,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a347aa6a,a0f5f879,1,0,1005,16208,320,50,1800,3,167,100077,23,1a393ffbab,1,2
2005036779719199242,14102101,0,0,85f751fd,c4e18dd6,50e219e0,2f6efcf2,813f3323,0f2161f8,a99f214a,156678da,ae7d30c3,1,0,1005,21611,320,50,2480,3,297,100111,61,c04afb1c5c,23,23
2626575124364464898,14102101,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,19257197,c6263d8a,1,0,1005,15708,320,50,1722,0,35,-1,79,5b25838ebf,6,21
5257877559396543472,14102101,0,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1282a3fc,cb82c508,1,0,1005,15706,320,50,1722,0,35,-1,79,7e77f4476d,2,4
5918203685576073008,14102101,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fe8d56be,1ccc7835,1,0,1005,15702,320,50,1722,0,35,100084,79,7bb5351c35,4,17
8121674205199118398,14102101,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,af43cbfa,711ee120,1,0,1005,15706,320,50,1722,0,35,-1,79,4a60be617c,1,3
842161603686837137,14102101,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7fa5e074,ecb851b2,1,0,1005,15708,320,50,1722,0,35,-1,79,3efe171afc,13,41
8603623910372949967,14102101,0,1,098e18a3,b93564ec,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e6587792,d787e91b,1,0,1005,13778,320,50,1447,2,47,100077,13,bb85e767b6,6,9
8761749671337585889,14102101,0,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ee45706e,1ebc7efd,1,0,1005,15705,320,50,1722,0,35,100084,79,2bc0ef2d4e,3,4
887776680963094841,14102101,0,0,518d6168,92c9e92d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6f1bb009,1f0bc64f,1,0,1005,18993,320,50,2161,0,35,-1,157,44e2e35217,15,15
9237179476382558252,14102101,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5fdf8f0a,c6263d8a,1,0,1005,15707,320,50,1722,0,35,-1,79,966e8e2279,14,16
9298124754946890259,14102101,0,0,85f751fd,c4e18dd6,50e219e0,5adb10d9,2347f47a,cef3e649,a99f214a,9a8ab7a7,ac221d6c,1,2,1005,19251,320,50,2201,3,35,100041,43,afc5a94bfb,13,16
9602021634479381531,14102101,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6bb165e9,f39b265e,1,0,1005,15701,320,50,1722,0,35,-1,79,d401d3da91,2,9
1015379332783784073,14102102,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,8a4875bd,1,0,1005,15704,320,50,1722,0,35,-1,79,949b9e042d,3,4
11146443351101802939,14102102,0,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,827b4b2d,be6db1d7,1,0,1005,16208,320,50,1800,3,167,100075,23,b3984716bf,1,3
11867586244229822204,14102102,0,0,cd58172f,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fbaa3d8b,40e413a8,1,0,1005,21647,320,50,2487,1,547,100013,51,03f4954fd2,1,1
12049274495096626179,14102102,0,0,85f751fd,c4e18dd6,50e219e0,a0a45985,885c7f3f,0f2161f8,a99f214a,b7c66903,fdeb8df5,1,0,1005,21647,320,50,2487,1,547,-1,51,6a117d3bd5,8,13
12388918989386793188,14102102,0,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,235dacaa,8a4875bd,1,0,1005,15701,320,50,1722,0,35,-1,79,41f6f0ea32,1,10
12470511826472860369,14102102,0,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5ec7aaaa,7648431e,1,0,1005,20153,320,50,2307,3,163,100020,61,060dabcc70,28,50
12719517651411361999,14102102,0,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,23117f8f,3f3d3fa8,1,0,1005,19251,320,50,2201,3,35,-1,43,00110bfc30,1,4
12976342295348109015,14102102,0,0,85f751fd,c4e18dd6,50e219e0,5a8b2345,2347f47a,0f2161f8,78d7bb72,e7fa0458,ab5132f6,1,0,1005,21611,320,50,2480,3,297,100111,61,bf3e82875a,5,6
13829588141833113888,14102102,0,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,018f35e3,5ec45883,1,0,1005,16920,320,50,1899,0,431,100074,117,bafa2c7b2e,8,9
14253066622006212060,14102102,1,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f258f869,fd1ab1f0,1,0,1005,17614,320,50,1993,2,1063,100084,33,bb75f9a6ba,1,2
14918309959095023767,14102102,0,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,ec307739,1f0bc64f,1,0,1005,21647,320,50,2487,1,547,-1,51,9faeb1b19b,3,29
14970558221415527649,14102102,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,239dce4c,3bd9e8e7,1,0,1005,15704,320,50,1722,0,35,100084,79,2bc3c46ea7,6,6
14975164719755459740,14102102,0,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,a8154ef1,0cd11e52,a9fb0439,1,3,1005,21647,320,50,2487,1,547,-1,51,fcb496ba52,2,8
15461023048137348488,14102102,0,0,85f751fd,c4e18dd6,50e219e0,e8f785ac,7801e8d9,dc97ec06,60444ff5,9a7792ba,cba8c0ed,1,0,1005,20476,320,50,2348,3,427,100005,61,3176816002,9,31
16117889306100787778,14102102,0,1,93de26ae,7d05db75,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,515072ed,e043f7b2,1,0,1005,21647,320,50,2487,1,547,100130,51,a6c0b46937,29,43
16987111298408174863,14102102,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,77f8e09d,81b42528,1,0,1005,15701,320,50,1722,0,35,100084,79,d0a73cc61a,1,5
1711428911956057336,14102102,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d96efaee,8a4875bd,1,0,1005,15706,320,50,1722,0,35,-1,79,203741cab3,24,25
17120402275333367353,14102102,0,0,85f751fd,c4e18dd6,50e219e0,3cee27e1,d9b5648e,0f2161f8,a99f214a,4548e808,b4b19c97,1,0,1005,21611,320,50,2480,3,297,100111,61,5425ca1414,6,7
17829046046668714775,14102102,0,0,c74e86fb,7bd4e8cc,50e219e0,ecad2386,7801e8d9,07d7df22,419a5518,431b3174,23c526cf,0,0,1002,15705,320,50,1722,0,35,-1,79,44e2e35217,1,1
178346416659966250,14102102,0,0,85f751fd,c4e18dd6,50e219e0,8b89048f,2347f47a,cef3e649,3d03bca3,1fa4a67b,684581ce,1,2,1005,21647,320,50,2487,1,547,-1,51,6037339757,1,1
17894535612887956950,14102102,0,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6bee3dfe,d787e91b,1,0,1005,19771,320,50,2227,0,687,-1,48,ee5333331c,1,1
2323859643870208604,14102102,0,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,020d0d9b,d056b4bf,1,0,1005,21611,320,50,2480,3,297,100111,61,9f11afa7ac,18,27
2738381594175665189,14102102,1,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a8667eb0,a0f5f879,1,0,1005,15702,320,50,1722,0,35,-1,79,3fef52d9ff,2,4
3001066888760641046,14102102,0,0,85f751fd,c4e18dd6,50e219e0,5719d42b,ae637522,f95efa07,a99f214a,1ffd4b00,cf28826a,1,0,1005,21647,320,50,2487,1,547,-1,51,674e439ac4,1,21
3421278748007763541,14102102,0,1,fe8cc448,9166c161,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,e5cbacad,0fadd2fe,1,0,1005,18993,320,50,2161,0,35,-1,157,9783f43f2a,1,4
518434308762651587,14102102,0,0,9b971c93,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f0139221,6f21a189,1,0,1005,8330,320,50,761,3,175,100074,23,c80da579ae,10,12
5596251157262572044,14102102,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,edb03195,8a4875bd,1,0,1005,15702,320,50,1722,0,35,-1,79,8a2fe2b4be,1,4
5732785149045513441,14102102,1,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,964835c3,1f0bc64f,1,0,1005,17037,320,50,1934,2,39,-1,16,8ab43b066c,8,12
6441913748320791205,14102102,1,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,89660a8a,6afc734f,1,0,1005,20019,300,250,2286,3,39,100077,23,b57f24fbb6,4,4
7038145964629520705,14102102,1,1,7dd19f44,9690165f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2a748499,744ae245,1,0,1005,20596,320,50,2161,0,35,-1,157,bd527c4842,42,54
870816121896160081,14102102,1,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a4afe726,04f5b394,1,0,1005,17753,320,50,1993,2,1063,-1,33,f3b1d89a1e,3,13
909251896901155631,14102102,0,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,32e5e8b8,75bcc44d,e8811b1f,1,0,1005,21647,320,50,2487,1,547,100021,51,6c3c798f24,12,18
9735352876117212159,14102102,0,0,686546d3,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3476b871,9e3836ff,1,0,1005,21647,320,50,2487,1,547,-1,51,4027a20202,16,27
9884691263680757270,14102102,0,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,faaa3c99,d787e91b,1,0,1005,19950,320,50,1800,3,167,100081,23,823f09fc9f,1,20
9944404868302110754,14102102,0,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,4fea132f,8b0c4dd9,31f63ca2,1,3,1005,21647,320,50,2487,1,547,100021,51,0dd1e0f842,4,8
11148875902228548362,14102103,0,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,58115efb,ad0177e7,1,0,1005,17753,320,50,1993,2,1063,-1,33,f437171806,9,15
11665533075496217336,14102103,0,0,85f751fd,c4e18dd6,50e219e0,d33d55c4,d9b5648e,0f2161f8,a99f214a,40f43300,b4b19c97,1,0,1005,21611,320,50,2480,3,299,100111,61,8cc6d7d094,9,16
12826333446785520508,14102103,1,0,a7563c35,2471bfbc,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3b7e6b9b,945dd5c4,1,0,1005,6616,320,50,576,2,35,100130,32,a150b49a85,23,36
14655840956900952944,14102103,0,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,77c1cb1c,81892725,1,0,1005,17014,320,50,1872,3,39,100173,23,7d5cc63cd9,3,8
1497767839413942853,14102103,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f8137b6f,1aa0e912,1,0,1005,15706,320,50,1722,0,35,-1,79,768f5924e3,7,8
15088064683709184772,14102103,0,5,85f751fd,c4e18dd6,50e219e0,3366d26c,7801e8d9,07d7df22,414601be,e02aa1ba,8453abb9,1,0,1008,21611,320,50,2480,3,297,100111,61,41fbb32951,2,5
16167971140856440554,14102103,0,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ec1d29da,8f5c9827,1,0,1005,19251,320,50,2201,3,35,100074,43,61ab42c23f,3,4
17443195250040511022,14102103,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aa42be81,d787e91b,1,0,1005,15703,320,50,1722,0,35,-1,79,f1d813b4cc,15,18
1801702946633252947,14102103,0,0,85f751fd,c4e18dd6,50e219e0,683a547c,d9b5648e,0f2161f8,a99f214a,a6bf1b6d,f4fffcd0,1,0,1005,21611,320,50,2480,3,299,100111,61,35244ef14a,5,6
3559316163923211571,14102103,0,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,89b5aaa7,c422baa9,cf19f7f7,0,0,1002,21660,320,50,2446,3,171,100228,156,f39217048c,1,1
4175897744929375729,14102103,1,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ff4f3dbb,c6263d8a,1,0,1005,15702,320,50,1722,0,35,-1,79,05c1f9b130,6,10
5451550652959825448,14102103,1,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d30b7fc1,8a4875bd,1,0,1005,19950,320,50,1800,3,167,100075,23,56f18cc18e,24,45
5476799750840562280,14102103,0,1,80c7456b,7f1924b7,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,aa570c87,1f0bc64f,1,0,1005,16920,320,50,1899,0,431,100074,117,275770df34,8,9
5765876016883475368,14102103,0,0,85f751fd,c4e18dd6,50e219e0,65a1a0c4,f2f777fb,0f2161f8,a99f214a,ea47107b,f4fffcd0,1,0,1005,21611,320,50,2480,3,299,100111,61,5efbd8d8ee,34,53
5817376471993810430,14102103,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,652ed39d,1df52df3,1,0,1005,15707,320,50,1722,0,35,-1,79,15618573e2,1,2
6262743980378572307,14102103,0,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,84c33eac,be74e6fe,1,0,1005,20003,320,50,2282,3,35,-1,117,2c9bddd44e,10,10
6459439358484206490,14102103,0,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,7ff03edc,b4b19c97,1,0,1005,21611,320,50,2480,3,299,100111,61,b0c123d4ee,20,21
7240106646517877685,14102103,0,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,250ec094,aa3d4e52,1,0,1005,19950,320,50,1800,3,167,100074,23,f58581e319,3,4
8837355473489670890,14102103,0,0,85f751fd,c4e18dd6,50e219e0,5d74d2a4,2347f47a,f95efa07,a99f214a,e9d5636f,1f0bc64f,1,0,1005,20003,320,50,2282,3,35,-1,117,e0c813acc3,15,15
9736867003159390520,14102103,0,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,72965b7a,e3bb76b5,1,0,1005,21611,320,50,2480,3,299,100111,61,531eab70b3,5,11
10205803449692683986,14102104,0,1,22d080df,6eb534a7,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,14bcf262,8b1aa260,1,0,1005,18993,320,50,2161,0,35,-1,157,d090d347d2,17,19
10527066895598208834,14102104,0,0,85f751fd,c4e18dd6,50e219e0,3692fd30,7801e8d9,07d7df22,56e18847,b7933112,99e427c9,1,0,1012,21611,320,50,2480,3,299,100111,61,df3243818e,11,33
10917090976689935473,14102104,0,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ee618da4,158e4944,1,0,1005,17264,320,50,1872,3,39,-1,23,1389b0face,1,12
10966044891230476966,14102104,0,0,b03fedc9,eb88a226,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3ab325f5,ecb851b2,1,0,1005,8330,320,50,761,3,175,100077,23,1a71182dcf,2,2
11217143013102927114,14102104,0,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,8b1aa260,1,0,1005,17614,320,50,1993,2,1063,-1,33,b020a5347c,13,35
11807418822702814056,14102104,0,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,68eff667,a1cb5bcb,dc15c87e,1,2,1005,21647,320,50,2487,1,547,-1,51,31db0ce8a4,3,3
11831629270205770195,14102104,0,0,9b971c93,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4e9264f4,5096d134,1,0,1005,19251,320,50,2201,3,35,-1,43,c3a232c75c,1,5
12383430025333179253,14102104,1,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5988b60e,74de3ee6,1,0,1005,17747,320,50,1974,2,39,100020,33,18f6dd09db,8,9
12716411513261891168,14102104,0,0,85f751fd,c4e18dd6,50e219e0,2d869bee,d9b5648e,0f2161f8,a99f214a,6cad0388,99e427c9,1,0,1005,21611,320,50,2480,3,299,100111,61,4a0ec658bf,11,12
12756188482683387207,14102104,0,0,8dfecaca,9cef9343,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,25156e33,fce66524,1,0,1005,17239,320,50,1973,3,39,-1,23,00733abb27,5,17
1281302782334061275,14102104,0,1,20e2b21c,44f61852,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b0d7d777,bd7ff5aa,1,0,1005,19251,320,50,2201,3,35,100076,43,bf3945dbc1,7,7
13197373498902117893,14102104,0,0,85f751fd,c4e18dd6,50e219e0,be7bbf93,2347f47a,cef3e649,038d8c1d,63527915,620fe843,1,0,1005,456,320,50,122,3,1319,-1,15,d67277783a,5,15
13211342020527674343,14102104,0,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,d39a8446,1f0bc64f,1,0,1005,19251,320,50,2201,3,35,-1,43,8e813b94b8,2,7
13248458224205541302,14102104,0,1,8c788ce9,eac4567d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c7bed0b9,8b1aa260,1,0,1005,20596,320,50,2161,0,35,-1,157,db341721b5,1,2
14472890625444690440,14102104,0,0,e9ca7d40,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,64fd1535,ad0177e7,1,0,1005,17653,300,250,1994,2,39,100084,33,c209e30e9f,3,35
14757182450309015526,14102104,1,1,85f751fd,c4e18dd6,50e219e0,c776ba2a,7801e8d9,0f2161f8,56ff92c3,b997c840,f07e20f8,4,0,1010,21310,320,50,2449,0,163,100105,91,b6521fd4be,8,8
14797853770542234303,14102104,0,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2bf6586a,a0f5f879,1,0,1005,19251,320,50,2201,3,35,-1,43,4faf063ccd,2,10
15344030518574814858,14102104,0,1,85f751fd,c4e18dd6,50e219e0,3867a01b,7801e8d9,0f2161f8,f633d785,50d23ec4,a5fbe35d,4,0,1010,21664,320,50,2492,3,35,-1,43,791e90f2e9,1,6
15379391007742281590,14102104,0,0,85f751fd,c4e18dd6,50e219e0,7e7baafa,2347f47a,0f2161f8,a99f214a,3c4f232d,d787e91b,1,0,1005,19251,320,50,2201,3,35,-1,43,4bacc2356c,2,3
16610533457798287179,14102104,0,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c3c72abd,ef726eae,1,0,1005,19665,320,50,2253,2,303,100105,52,4510cc3616,1,1
16712741372652290817,14102104,1,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c3ea9a6f,84ebbcd4,1,0,1005,17653,300,250,1994,2,39,-1,33,b40e71b924,1,1
16730807545059483172,14102104,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,d787e91b,1,0,1005,15699,320,50,1722,0,35,-1,79,212f5c1ec0,1,1
17827474340538229261,14102104,0,0,85f751fd,c4e18dd6,50e219e0,c743495f,2347f47a,0f2161f8,a99f214a,a3542508,24f6b932,1,0,1005,21665,320,50,2493,3,35,-1,117,8c3e805ce0,3,12
2930822030327096390,14102104,0,1,93de26ae,7d05db75,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,1d18b07c,89deac5a,1,2,1005,20003,320,50,2282,3,35,-1,117,ae54473298,1,4
3064530326620381027,14102104,0,0,85f751fd,c4e18dd6,50e219e0,197b4f7f,2347f47a,09481d60,fdbe1d44,c63e48c9,aa35da31,1,0,1005,19251,320,50,2201,3,35,100061,43,1098fe1a24,3,27
557207660124793257,14102104,0,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7181ca29,d4897fef,1,0,1005,16208,320,50,1800,3,167,100075,23,c50cf3bbea,10,24
6078862716586709826,14102104,0,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,6b9769f2,81b42528,1,0,1005,20003,320,50,2282,3,35,-1,117,3f6433ceac,3,3
6188414995222001947,14102104,0,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,54596751,c6263d8a,1,0,1005,15703,320,50,1722,0,35,-1,79,68d685f6b2,18,28
6243639018370835490,14102104,1,1,6bdcda77,b0a0505f,72722551,ecad2386,7801e8d9,07d7df22,a99f214a,a1dc6eb1,8b1aa260,1,0,1005,20596,320,50,2161,0,35,-1,157,9c27789856,2,2
6379500203126718324,14102104,1,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7e03091f,c144e605,1,0,1005,15701,320,50,1722,0,35,100084,79,c80da579ae,3,13
7311809095571685344,14102104,1,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,50199b1e,c6263d8a,1,0,1005,17654,300,250,1994,2,39,-1,33,9d1f5b4006,14,18
